trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
467,False,"{'a': 0.75, 'e': 0.5329999999999996}",20,0,-93.46186088745303,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
468,False,"{'a': 0.75, 'e': 0.5319999999999996}",25,15,2.787372879061617,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
469,False,"{'a': 0.75, 'e': 0.5309999999999996}",25,0,-64.84800591641908,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
470,False,"{'a': 0.75, 'e': 0.5299999999999996}",20,0,-43.62750007316107,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
471,False,"{'a': 0.75, 'e': 0.5289999999999996}",30,4,-59.42210067275044,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 1}",1
472,False,"{'a': 0.75, 'e': 0.5279999999999996}",20,13,6.5578348688810255,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.75, 'e': 0.5269999999999996}",25,13,-32.92656630394798,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
474,False,"{'a': 0.75, 'e': 0.5259999999999996}",25,14,8.844615688432686,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
475,False,"{'a': 0.75, 'e': 0.5249999999999996}",25,12,11.468673207608637,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
476,False,"{'a': 0.75, 'e': 0.5239999999999996}",20,10,12.017004381666542,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.75, 'e': 0.5229999999999996}",30,21,2.6664864896749716,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
478,False,"{'a': 0.75, 'e': 0.5219999999999996}",20,13,13.27053225528857,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.75, 'e': 0.5209999999999996}",25,10,3.2860950331764207,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
480,False,"{'a': 0.75, 'e': 0.5199999999999996}",25,16,15.138887255439764,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.75, 'e': 0.5189999999999996}",20,3,-49.1048943141367,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
482,False,"{'a': 0.75, 'e': 0.5179999999999996}",20,0,-10.319562197729583,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
483,False,"{'a': 0.75, 'e': 0.5169999999999996}",25,5,-34.22516559902353,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
484,False,"{'a': 0.75, 'e': 0.5159999999999996}",20,0,-3.6939064853593777,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
485,False,"{'a': 0.75, 'e': 0.5149999999999996}",20,13,-1.758424106895681,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
486,False,"{'a': 0.75, 'e': 0.5139999999999996}",25,0,-10.454533188371508,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
487,False,"{'a': 0.75, 'e': 0.5129999999999996}",20,0,-48.61217810270392,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
488,False,"{'a': 0.75, 'e': 0.5119999999999996}",20,0,-0.6089467758115394,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
489,False,"{'a': 0.75, 'e': 0.5109999999999996}",20,15,8.416740059531113,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.75, 'e': 0.5099999999999996}",20,0,-1.6219151279997706,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
491,False,"{'a': 0.75, 'e': 0.5089999999999996}",30,0,-74.46160129041593,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
492,False,"{'a': 0.75, 'e': 0.5079999999999996}",20,0,-56.66229331643115,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
493,False,"{'a': 0.75, 'e': 0.5069999999999996}",20,2,20.371717321283207,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.75, 'e': 0.5059999999999996}",20,5,-50.497738330669534,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
495,False,"{'a': 0.75, 'e': 0.5049999999999996}",30,0,-120.21610502044086,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
496,False,"{'a': 0.75, 'e': 0.5039999999999996}",25,0,-76.6411878781351,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
497,False,"{'a': 0.75, 'e': 0.5029999999999996}",20,0,-11.954715802131757,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
498,False,"{'a': 0.75, 'e': 0.5019999999999996}",25,0,-103.53753094901023,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
499,False,"{'a': 0.75, 'e': 0.5009999999999996}",20,0,-36.95399897637639,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
500,False,"{'a': 0.75, 'e': 0.49999999999999956}",25,7,-27.685165777212454,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
501,False,"{'a': 0.75, 'e': 0.49899999999999956}",20,0,-82.0613028517696,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
502,False,"{'a': 0.75, 'e': 0.49799999999999955}",30,0,-19.981855449744838,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
503,False,"{'a': 0.75, 'e': 0.49699999999999955}",30,2,-52.55075509157261,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 1}",1
504,False,"{'a': 0.75, 'e': 0.49599999999999955}",20,0,3.9541968515741353,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
505,False,"{'a': 0.75, 'e': 0.49499999999999955}",20,0,-2.8966082296690785,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
506,False,"{'a': 0.75, 'e': 0.49399999999999955}",25,5,16.318354100772734,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.75, 'e': 0.49299999999999955}",30,3,-35.60526234031073,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 1}",1
508,False,"{'a': 0.75, 'e': 0.49199999999999955}",20,5,-8.473095929382538,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
509,False,"{'a': 0.75, 'e': 0.49099999999999955}",20,3,-151.18366607159444,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 3}",1
510,False,"{'a': 0.75, 'e': 0.48999999999999955}",20,6,-8.641317178926652,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 0}",1
511,False,"{'a': 0.75, 'e': 0.48899999999999955}",20,0,-180.33358350937493,"{0: 12, 1: 3, 2: 0, 3: 1, 4: 4}",0
512,False,"{'a': 0.75, 'e': 0.48799999999999955}",30,18,18.164728233551998,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.75, 'e': 0.48699999999999954}",30,0,-33.31566398129874,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
514,False,"{'a': 0.75, 'e': 0.48599999999999954}",20,6,-42.3526924607972,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
515,False,"{'a': 0.75, 'e': 0.48499999999999954}",20,0,-51.33434317298219,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
516,False,"{'a': 0.75, 'e': 0.48399999999999954}",20,8,-56.28617129770857,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 1}",1
517,False,"{'a': 0.75, 'e': 0.48299999999999954}",35,16,-32.531936335624685,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
518,False,"{'a': 0.75, 'e': 0.48199999999999954}",35,3,-150.8038168268834,"{0: 23, 1: 0, 2: 6, 3: 0, 4: 3}",1
519,False,"{'a': 0.75, 'e': 0.48099999999999954}",20,3,20.35172912606608,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.75, 'e': 0.47999999999999954}",20,0,-132.30741779189287,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
521,False,"{'a': 0.75, 'e': 0.47899999999999954}",20,12,-6.8504130985451255,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
522,False,"{'a': 0.75, 'e': 0.47799999999999954}",30,19,18.456162449379924,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.75, 'e': 0.47699999999999954}",30,0,-41.31646154023243,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
524,False,"{'a': 0.75, 'e': 0.47599999999999953}",20,0,24.944266237471634,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
525,False,"{'a': 0.75, 'e': 0.47499999999999953}",20,7,-30.02295193096715,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 0}",1
526,False,"{'a': 0.75, 'e': 0.47399999999999953}",25,0,-81.30217478859574,"{0: 18, 1: 3, 2: 1, 3: 2, 4: 1}",0
527,False,"{'a': 0.75, 'e': 0.47299999999999953}",25,11,11.793807269933595,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
528,False,"{'a': 0.75, 'e': 0.47199999999999953}",20,11,21.100276361194545,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.75, 'e': 0.47099999999999953}",20,11,13.179795513237025,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.75, 'e': 0.46999999999999953}",20,10,2.1456604451393138,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
531,False,"{'a': 0.75, 'e': 0.46899999999999953}",30,21,11.255915191500332,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.75, 'e': 0.4679999999999995}",20,11,-52.04674464880721,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 1}",1
533,False,"{'a': 0.75, 'e': 0.4669999999999995}",25,0,-2.781920162380281,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
534,False,"{'a': 0.75, 'e': 0.4659999999999995}",20,12,-6.853009794873784,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
535,False,"{'a': 0.75, 'e': 0.4649999999999995}",25,0,-94.86952937524438,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
536,False,"{'a': 0.75, 'e': 0.4639999999999995}",30,22,4.960247549838677,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
537,False,"{'a': 0.75, 'e': 0.4629999999999995}",20,14,11.710786933279824,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.75, 'e': 0.4619999999999995}",25,0,-5.823981574472062,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",1
539,False,"{'a': 0.75, 'e': 0.4609999999999995}",30,2,-44.49895844134355,"{0: 23, 1: 0, 2: 4, 3: 0, 4: 1}",1
540,False,"{'a': 0.75, 'e': 0.4599999999999995}",25,0,14.887834921269743,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
541,False,"{'a': 0.75, 'e': 0.4589999999999995}",20,5,-53.27479936289522,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
542,False,"{'a': 0.75, 'e': 0.4579999999999995}",25,0,-45.454298678512245,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
543,False,"{'a': 0.75, 'e': 0.4569999999999995}",20,11,-9.404754112826048,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
544,False,"{'a': 0.75, 'e': 0.4559999999999995}",20,11,13.92037343804725,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.75, 'e': 0.4549999999999995}",30,0,-57.03658784919631,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
546,False,"{'a': 0.75, 'e': 0.4539999999999995}",30,11,-6.959208149762222,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
547,False,"{'a': 0.75, 'e': 0.4529999999999995}",30,0,-13.985547450664338,"{0: 24, 1: 3, 2: 3, 3: 0, 4: 0}",0
548,False,"{'a': 0.75, 'e': 0.4519999999999995}",25,0,-37.93156705883653,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
549,False,"{'a': 0.75, 'e': 0.4509999999999995}",30,0,-43.63168629712272,"{0: 21, 1: 4, 2: 5, 3: 0, 4: 0}",0
550,False,"{'a': 0.75, 'e': 0.4499999999999995}",20,0,-50.60891693173636,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
551,False,"{'a': 0.75, 'e': 0.4489999999999995}",20,0,-24.1724688342123,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
552,False,"{'a': 0.75, 'e': 0.4479999999999995}",30,7,-37.222448810072606,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 1}",1
553,False,"{'a': 0.75, 'e': 0.4469999999999995}",30,20,-13.759436878125209,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
554,False,"{'a': 0.75, 'e': 0.4459999999999995}",20,2,6.288957616669022,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
555,False,"{'a': 0.75, 'e': 0.4449999999999995}",25,3,-98.13130900260587,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 2}",1
556,False,"{'a': 0.75, 'e': 0.4439999999999995}",30,2,-124.07755618706572,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 3}",1
557,False,"{'a': 0.75, 'e': 0.4429999999999995}",20,11,-38.15416598242162,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
558,False,"{'a': 0.75, 'e': 0.4419999999999995}",25,5,-23.042052022770385,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
559,False,"{'a': 0.75, 'e': 0.4409999999999995}",25,4,-2.065729660377078,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 0}",1
560,False,"{'a': 0.75, 'e': 0.4399999999999995}",20,0,-68.73288644267758,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
561,False,"{'a': 0.75, 'e': 0.4389999999999995}",25,8,17.177260262609106,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.75, 'e': 0.4379999999999995}",25,7,-65.488879353866,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
563,False,"{'a': 0.75, 'e': 0.4369999999999995}",25,0,13.239375828139165,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
564,False,"{'a': 0.75, 'e': 0.4359999999999995}",20,0,-55.26234399260779,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
565,False,"{'a': 0.75, 'e': 0.4349999999999995}",30,3,-20.883102263269308,"{0: 22, 1: 1, 2: 3, 3: 1, 4: 0}",1
566,False,"{'a': 0.75, 'e': 0.4339999999999995}",25,0,-26.405060737638916,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
567,False,"{'a': 0.75, 'e': 0.4329999999999995}",25,16,-25.690933528693165,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
568,False,"{'a': 0.75, 'e': 0.4319999999999995}",35,26,-4.084214236215963,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
569,False,"{'a': 0.75, 'e': 0.4309999999999995}",20,3,-0.7597360401979254,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
570,False,"{'a': 0.75, 'e': 0.4299999999999995}",20,0,-23.690671310736413,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
571,False,"{'a': 0.75, 'e': 0.4289999999999995}",25,7,-57.826731914803645,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
572,False,"{'a': 0.75, 'e': 0.4279999999999995}",20,5,8.952319797582408,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
573,False,"{'a': 0.75, 'e': 0.4269999999999995}",25,0,-5.829208405894668,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
574,False,"{'a': 0.75, 'e': 0.4259999999999995}",25,0,-29.617294318449748,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
575,False,"{'a': 0.75, 'e': 0.4249999999999995}",30,0,-32.33014411041338,"{0: 26, 1: 2, 2: 0, 3: 1, 4: 1}",0
576,False,"{'a': 0.75, 'e': 0.4239999999999995}",20,5,-6.293720955698788,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
577,False,"{'a': 0.75, 'e': 0.4229999999999995}",20,0,-1.6627342334995219,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
578,False,"{'a': 0.75, 'e': 0.4219999999999995}",20,0,1.9691422801000824,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
579,False,"{'a': 0.75, 'e': 0.4209999999999995}",20,0,-11.174936240779328,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
580,False,"{'a': 0.75, 'e': 0.4199999999999995}",25,15,14.47465446314369,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.75, 'e': 0.4189999999999995}",20,0,-4.317590486667999,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
582,False,"{'a': 0.75, 'e': 0.4179999999999995}",30,13,-60.41238926348508,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
583,False,"{'a': 0.75, 'e': 0.4169999999999995}",20,0,-16.825730877819254,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
584,False,"{'a': 0.75, 'e': 0.4159999999999995}",20,8,-36.62154798066921,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
585,False,"{'a': 0.75, 'e': 0.4149999999999995}",20,12,-9.154702916430622,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
586,False,"{'a': 0.75, 'e': 0.4139999999999995}",20,12,-11.251719989970686,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
587,False,"{'a': 0.75, 'e': 0.4129999999999995}",20,0,-4.695518565207374,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
588,False,"{'a': 0.75, 'e': 0.4119999999999995}",20,8,-38.33666611207615,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
589,False,"{'a': 0.75, 'e': 0.4109999999999995}",20,9,4.650797247754635,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
590,False,"{'a': 0.75, 'e': 0.4099999999999995}",20,0,-42.291342749585475,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
591,False,"{'a': 0.75, 'e': 0.4089999999999995}",30,12,-65.49680671056883,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
592,False,"{'a': 0.75, 'e': 0.4079999999999995}",20,10,-8.386845090770215,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
593,False,"{'a': 0.75, 'e': 0.4069999999999995}",30,12,-3.6132008914904916,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
594,False,"{'a': 0.75, 'e': 0.4059999999999995}",25,16,17.645018955313933,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.75, 'e': 0.40499999999999947}",25,14,-4.4615660118687295,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
596,False,"{'a': 0.75, 'e': 0.40399999999999947}",20,1,-42.3985226169146,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
597,False,"{'a': 0.75, 'e': 0.40299999999999947}",35,21,-23.508834788110242,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
598,False,"{'a': 0.75, 'e': 0.40199999999999947}",25,0,-82.58940252868186,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
599,False,"{'a': 0.75, 'e': 0.40099999999999947}",20,10,20.43166243698077,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.75, 'e': 0.39999999999999947}",25,20,8.823447336371556,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.75, 'e': 0.39899999999999947}",20,13,-23.778639156439663,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
602,False,"{'a': 0.75, 'e': 0.39799999999999947}",30,18,14.367151799751884,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.75, 'e': 0.39699999999999946}",30,21,3.9014975017470412,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
604,False,"{'a': 0.75, 'e': 0.39599999999999946}",25,1,-10.074840847126703,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 0}",1
605,False,"{'a': 0.75, 'e': 0.39499999999999946}",20,0,8.284214722717591,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
606,False,"{'a': 0.75, 'e': 0.39399999999999946}",20,11,-48.58661974589022,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 1}",1
607,False,"{'a': 0.75, 'e': 0.39299999999999946}",20,0,-3.622120717575492,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
608,False,"{'a': 0.75, 'e': 0.39199999999999946}",25,0,-145.69266917479874,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 3}",0
609,False,"{'a': 0.75, 'e': 0.39099999999999946}",25,15,17.176461963467325,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.75, 'e': 0.38999999999999946}",20,5,5.630629297636007,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
611,False,"{'a': 0.75, 'e': 0.38899999999999946}",20,0,-96.55511181696482,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",1
612,False,"{'a': 0.75, 'e': 0.38799999999999946}",25,0,-42.67373986911976,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
613,False,"{'a': 0.75, 'e': 0.38699999999999946}",30,10,-18.96222026668001,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
614,False,"{'a': 0.75, 'e': 0.38599999999999945}",30,0,-4.250558418300415,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
615,False,"{'a': 0.75, 'e': 0.38499999999999945}",25,9,28.545281919153673,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.75, 'e': 0.38399999999999945}",20,0,-28.38812111875565,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
617,False,"{'a': 0.75, 'e': 0.38299999999999945}",30,20,7.409816533824621,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
618,False,"{'a': 0.75, 'e': 0.38199999999999945}",20,0,15.381447212831945,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
619,False,"{'a': 0.75, 'e': 0.38099999999999945}",25,10,-9.011886590776626,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
620,False,"{'a': 0.75, 'e': 0.37999999999999945}",30,0,-15.098192416297172,"{0: 25, 1: 2, 2: 2, 3: 1, 4: 0}",0
621,False,"{'a': 0.75, 'e': 0.37899999999999945}",20,11,-5.555431129184797,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
622,False,"{'a': 0.75, 'e': 0.37799999999999945}",25,10,-15.921482648971871,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
623,False,"{'a': 0.75, 'e': 0.37699999999999945}",20,10,-20.491754005272547,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
624,False,"{'a': 0.75, 'e': 0.37599999999999945}",25,0,5.693629675699148,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
625,False,"{'a': 0.75, 'e': 0.37499999999999944}",25,0,-29.356694048264497,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
626,False,"{'a': 0.75, 'e': 0.37399999999999944}",25,7,-42.991323178861784,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
627,False,"{'a': 0.75, 'e': 0.37299999999999944}",20,0,-23.626547757218546,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
628,False,"{'a': 0.75, 'e': 0.37199999999999944}",20,0,-15.66267998893731,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
629,False,"{'a': 0.75, 'e': 0.37099999999999944}",20,13,15.154845167484133,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.75, 'e': 0.36999999999999944}",30,5,-40.0639234572207,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",1
631,False,"{'a': 0.75, 'e': 0.36899999999999944}",30,0,-61.00498415426203,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
632,False,"{'a': 0.75, 'e': 0.36799999999999944}",20,0,7.023851612130158,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
633,False,"{'a': 0.75, 'e': 0.36699999999999944}",30,22,14.136950220347902,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.75, 'e': 0.36599999999999944}",20,4,-18.045661712330844,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
635,False,"{'a': 0.75, 'e': 0.36499999999999944}",20,10,4.760431648251926,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
636,False,"{'a': 0.75, 'e': 0.36399999999999944}",30,8,0.808561561858792,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
637,False,"{'a': 0.75, 'e': 0.36299999999999943}",20,0,-16.426835795611844,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
638,False,"{'a': 0.75, 'e': 0.36199999999999943}",20,0,-82.35285506838964,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
639,False,"{'a': 0.75, 'e': 0.36099999999999943}",20,13,9.794708287105047,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.75, 'e': 0.35999999999999943}",25,14,-34.30535328173165,"{0: 8, 1: 0, 2: 1, 3: 2, 4: 0}",1
641,False,"{'a': 0.75, 'e': 0.35899999999999943}",20,0,-16.185576374894353,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
642,False,"{'a': 0.75, 'e': 0.35799999999999943}",25,4,-62.799211751825304,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 1}",1
643,False,"{'a': 0.75, 'e': 0.35699999999999943}",25,3,10.15829789099538,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
644,False,"{'a': 0.75, 'e': 0.35599999999999943}",35,15,-61.880791303306175,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
645,False,"{'a': 0.75, 'e': 0.3549999999999994}",20,9,-28.440530780796912,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 0}",1
646,False,"{'a': 0.75, 'e': 0.3539999999999994}",30,16,-10.37320491035796,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
647,False,"{'a': 0.75, 'e': 0.3529999999999994}",25,0,-40.75157645414503,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
648,False,"{'a': 0.75, 'e': 0.3519999999999994}",20,9,6.381135769424114,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
649,False,"{'a': 0.75, 'e': 0.3509999999999994}",25,0,-22.065156428916353,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
650,False,"{'a': 0.75, 'e': 0.3499999999999994}",20,6,-10.248864970363726,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
