trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
835,False,"{'a': 0.75, 'e': 0.16499999999999926}",25,19,13.889315064977627,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.75, 'e': 0.16399999999999926}",20,10,6.325988418123486,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
837,False,"{'a': 0.75, 'e': 0.16299999999999926}",30,0,-6.298627718421976,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
838,False,"{'a': 0.75, 'e': 0.16199999999999926}",25,7,10.40970954505119,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
839,False,"{'a': 0.75, 'e': 0.16099999999999925}",25,11,25.195021869806883,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.75, 'e': 0.15999999999999925}",20,5,26.161301605142693,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.75, 'e': 0.15899999999999925}",25,10,-12.41745482577022,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
842,False,"{'a': 0.75, 'e': 0.15799999999999925}",20,4,-16.348720838955632,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
843,False,"{'a': 0.75, 'e': 0.15699999999999925}",20,10,15.176393953186382,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.75, 'e': 0.15599999999999925}",20,3,-13.734399731792927,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
845,False,"{'a': 0.75, 'e': 0.15499999999999925}",25,2,-38.91484855693869,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 1}",1
846,False,"{'a': 0.75, 'e': 0.15399999999999925}",20,7,21.009695994080936,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.75, 'e': 0.15299999999999925}",25,16,9.255771350889644,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.75, 'e': 0.15199999999999925}",25,3,32.31056709027517,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.75, 'e': 0.15099999999999925}",20,7,-19.8905717424838,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
850,False,"{'a': 0.75, 'e': 0.14999999999999925}",25,14,19.125337565184104,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.75, 'e': 0.14899999999999924}",20,14,-12.423936505153659,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
852,False,"{'a': 0.75, 'e': 0.14799999999999924}",25,16,14.222855884998607,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.75, 'e': 0.14699999999999924}",30,20,9.78350276070181,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.75, 'e': 0.14599999999999924}",20,9,24.16276215354765,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.75, 'e': 0.14499999999999924}",20,2,18.98957950638067,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
856,False,"{'a': 0.75, 'e': 0.14399999999999924}",30,7,27.236907566497845,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
857,False,"{'a': 0.75, 'e': 0.14299999999999924}",20,12,15.933877657933463,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.75, 'e': 0.14199999999999924}",30,18,22.60259900760894,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.75, 'e': 0.14099999999999924}",20,11,20.165154915979247,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.75, 'e': 0.13999999999999924}",25,10,-28.96921618665882,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
861,False,"{'a': 0.75, 'e': 0.13899999999999924}",20,6,22.224593677271994,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.75, 'e': 0.13799999999999923}",20,2,27.99870053915912,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.75, 'e': 0.13699999999999923}",20,6,-25.269236724504392,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
864,False,"{'a': 0.75, 'e': 0.13599999999999923}",20,6,27.26662960493766,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.75, 'e': 0.13499999999999923}",30,20,19.749531251523518,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.75, 'e': 0.13399999999999923}",20,7,-26.34139583986657,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 0}",1
867,False,"{'a': 0.75, 'e': 0.13299999999999923}",20,0,8.115722610872677,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
868,False,"{'a': 0.75, 'e': 0.13199999999999923}",20,8,-16.927715776726092,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
869,False,"{'a': 0.75, 'e': 0.13099999999999923}",30,15,-23.347614871307734,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
870,False,"{'a': 0.75, 'e': 0.12999999999999923}",20,10,18.519701337728513,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.75, 'e': 0.12899999999999923}",20,5,24.116542355694047,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.75, 'e': 0.12799999999999923}",20,8,18.31436276115478,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.75, 'e': 0.12699999999999922}",25,17,11.236674244514262,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.75, 'e': 0.12599999999999922}",25,8,29.569640129185757,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.75, 'e': 0.12499999999999922}",25,0,29.911039194392103,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
876,False,"{'a': 0.75, 'e': 0.12399999999999922}",20,6,-23.473396411825295,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
877,False,"{'a': 0.75, 'e': 0.12299999999999922}",20,2,27.161369641323734,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.75, 'e': 0.12199999999999922}",25,7,33.02497856769807,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.75, 'e': 0.12099999999999922}",20,0,22.151074011668857,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
880,False,"{'a': 0.75, 'e': 0.11999999999999922}",25,13,-62.09203411768504,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
881,False,"{'a': 0.75, 'e': 0.11899999999999922}",25,18,11.934649565864252,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.75, 'e': 0.11799999999999922}",25,3,5.8742533994997626,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
883,False,"{'a': 0.75, 'e': 0.11699999999999922}",30,22,15.451954221934379,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.75, 'e': 0.11599999999999921}",25,0,-0.08467386768014196,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
885,False,"{'a': 0.75, 'e': 0.11499999999999921}",35,13,17.05486940301181,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
886,False,"{'a': 0.75, 'e': 0.11399999999999921}",20,0,34.01150889346586,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
887,False,"{'a': 0.75, 'e': 0.11299999999999921}",25,20,8.635909657638628,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.75, 'e': 0.11199999999999921}",20,5,-19.26498593823057,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
889,False,"{'a': 0.75, 'e': 0.11099999999999921}",25,6,22.50886583645093,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
890,False,"{'a': 0.75, 'e': 0.10999999999999921}",20,13,14.22869404010673,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.75, 'e': 0.10899999999999921}",20,5,30.132695272082938,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.75, 'e': 0.10799999999999921}",25,11,-26.332325629867796,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
893,False,"{'a': 0.75, 'e': 0.1069999999999992}",25,9,27.869104608891746,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.75, 'e': 0.1059999999999992}",25,3,25.010357782493777,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
895,False,"{'a': 0.75, 'e': 0.1049999999999992}",25,2,37.36130865942853,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.75, 'e': 0.1039999999999992}",25,4,31.662722440993793,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.75, 'e': 0.1029999999999992}",30,21,18.46892806969307,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.75, 'e': 0.1019999999999992}",20,12,14.264405888214844,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.75, 'e': 0.1009999999999992}",25,10,25.73936375775339,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.75, 'e': 0.0999999999999992}",30,12,24.799840353589484,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.75, 'e': 0.0989999999999992}",35,5,29.142934164622325,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",1
902,False,"{'a': 0.75, 'e': 0.0979999999999992}",20,0,8.865074782448369,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
903,False,"{'a': 0.75, 'e': 0.0969999999999992}",30,14,17.74588305823447,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
904,False,"{'a': 0.75, 'e': 0.0959999999999992}",30,17,-2.7830765223842167,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
905,False,"{'a': 0.75, 'e': 0.0949999999999992}",20,14,10.721084357063882,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.75, 'e': 0.0939999999999992}",20,2,-1.466312142943706,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
907,False,"{'a': 0.75, 'e': 0.0929999999999992}",20,12,14.524727367372796,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.75, 'e': 0.0919999999999992}",25,11,19.284360438452723,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.75, 'e': 0.09099999999999919}",20,9,18.789281238837734,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.75, 'e': 0.08999999999999919}",20,7,23.674955016044628,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.75, 'e': 0.08899999999999919}",20,7,23.08326798841397,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.75, 'e': 0.08799999999999919}",20,6,16.975105149841816,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.75, 'e': 0.08699999999999919}",30,17,5.888494318312674,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
914,False,"{'a': 0.75, 'e': 0.08599999999999919}",20,11,-3.302413916920119,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
915,False,"{'a': 0.75, 'e': 0.08499999999999919}",25,5,34.64021098808655,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.75, 'e': 0.08399999999999919}",25,3,-19.60816970082195,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
917,False,"{'a': 0.75, 'e': 0.08299999999999919}",35,12,39.48431964780953,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.75, 'e': 0.08199999999999918}",25,20,8.571903596407074,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.75, 'e': 0.08099999999999918}",30,11,20.03084382917859,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
920,False,"{'a': 0.75, 'e': 0.07999999999999918}",25,19,11.15684565723327,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.75, 'e': 0.07899999999999918}",20,11,17.237687843623107,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.75, 'e': 0.07799999999999918}",20,16,7.43600868330249,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.75, 'e': 0.07699999999999918}",25,13,23.014351711760668,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.75, 'e': 0.07599999999999918}",20,13,8.82908431727771,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.75, 'e': 0.07499999999999918}",20,13,14.65187835496858,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.75, 'e': 0.07399999999999918}",20,12,17.117330345701983,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.75, 'e': 0.07299999999999918}",25,12,23.85390355603579,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.75, 'e': 0.07199999999999918}",25,15,19.87250425003055,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.75, 'e': 0.07099999999999917}",20,13,12.994529722420872,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.75, 'e': 0.06999999999999917}",25,0,31.257990129522916,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
931,False,"{'a': 0.75, 'e': 0.06899999999999917}",35,20,-15.075228942680766,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
932,False,"{'a': 0.75, 'e': 0.06799999999999917}",20,10,18.461783792769346,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.75, 'e': 0.06699999999999917}",30,7,39.33122927185487,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.75, 'e': 0.06599999999999917}",25,0,1.0246704329801202,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
935,False,"{'a': 0.75, 'e': 0.06499999999999917}",25,6,31.84683698693084,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.75, 'e': 0.06399999999999917}",30,8,27.758988252751177,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
937,False,"{'a': 0.75, 'e': 0.06299999999999917}",20,3,25.62163742065051,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.75, 'e': 0.06199999999999917}",30,18,12.759189078615004,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
939,False,"{'a': 0.75, 'e': 0.060999999999999166}",20,14,11.67983967836434,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.75, 'e': 0.059999999999999165}",20,15,9.082394448077526,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.75, 'e': 0.058999999999999164}",30,22,14.66310939038078,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.75, 'e': 0.05799999999999916}",25,8,28.233160874940893,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.75, 'e': 0.05699999999999916}",20,8,22.577272135557948,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.75, 'e': 0.05599999999999916}",25,5,7.298973366044181,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
945,False,"{'a': 0.75, 'e': 0.05499999999999916}",20,5,26.47686547026791,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.75, 'e': 0.05399999999999916}",20,0,31.067549133064695,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.75, 'e': 0.05299999999999916}",25,18,13.392978636355547,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.75, 'e': 0.05199999999999916}",25,17,19.014106460439415,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
949,False,"{'a': 0.75, 'e': 0.05099999999999916}",30,8,29.344805021810036,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
950,False,"{'a': 0.75, 'e': 0.049999999999999156}",25,5,26.108817219596006,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,13,22.11352996174085,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,2,29.004610905452118,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,12,13.34928146954017,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,11,27.12367835802726,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,15,27.629259471019694,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,1,27.966438234858416,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,12,28.956969275685005,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,0,36.37470097300459,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
9,True,"{'a': 0, 'e': 0}",20,8,20.50425424719907,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,9,21.282932379696206,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",30,23,11.046962967586364,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,5,23.76842148201661,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
